id,chapter,chapter_title,level,priority,automation,statement,evidence,sources,status,version_introduced
UXR-0769,39,"Contrats API, DTO, modèles de domaine UI et provenance",MUST,P0,AUTO,"Le frontend ne doit pas recalculer un statut officiel, une permission, un risque ou un PnL canonique.",La valeur autoritaire vient du backend avec version de règle si nécessaire.,"S21,S22,S26,S30",active,1.0.0
UXR-0770,39,"Contrats API, DTO, modèles de domaine UI et provenance",MUST,P1,AUTO,"Les listes volumineuses doivent recevoir pagination, tri et filtres côté serveur.",Le contrat accepte des paramètres typés et renvoie curseur ou métadonnées.,"S21,S22,S26,S30",active,1.0.0
UXR-0771,39,"Contrats API, DTO, modèles de domaine UI et provenance",MUST,P1,AUTO,Les endpoints de détail doivent exiger l'identifiant et renvoyer 404 ou 403 stricts.,Ils ne réutilisent pas une vue agrégée sans sélection réelle.,"S21,S22,S26,S30",active,1.0.0
UXR-0772,39,"Contrats API, DTO, modèles de domaine UI et provenance",MUST,P1,AUTO,Les relations entre objets doivent être exposées par identifiants stables et libellés utiles ou liens relationnels.,Le frontend ne reconstruit pas des relations à partir de texte.,"S21,S22,S26,S30",active,1.0.0
UXR-0773,39,"Contrats API, DTO, modèles de domaine UI et provenance",MUST,P1,AUTO,Les dates techniques doivent être transportées dans un format non ambigu avec timezone.,Le parsing utilise des types et rejette les chaînes invalides.,"S21,S22,S26,S30",active,1.0.0
UXR-0774,39,"Contrats API, DTO, modèles de domaine UI et provenance",MUST,P1,AUTO,Les erreurs API doivent utiliser des codes stables et une structure comme Problem Details.,"Le frontend mappe code, statut, détails et corrélation sans parser un message libre.","S21,S22,S26,S30",active,1.0.0
UXR-0775,39,"Contrats API, DTO, modèles de domaine UI et provenance",MUST,P1,SEMI,Les champs optionnels doivent avoir une sémantique documentée.,L'absence ne signifie pas implicitement false ou zéro.,"S21,S22,S26,S30",active,1.0.0
UXR-0776,39,"Contrats API, DTO, modèles de domaine UI et provenance",MUST,P1,AUTO,Les données partielles doivent indiquer quelles sous-sources ont échoué.,Le modèle de page conserve les sections fiables et expose les erreurs locales.,"S21,S22,S26,S30",active,1.0.0
UXR-0777,39,"Contrats API, DTO, modèles de domaine UI et provenance",MUST,P1,SEMI,"Le contrat doit définir les cardinalités et limites afin que l'UI choisisse table, pagination ou résumé correctement.",La Screen Specification cite volumes attendus et extrêmes.,"S21,S22,S26,S30",active,1.0.0
UXR-0778,39,"Contrats API, DTO, modèles de domaine UI et provenance",MUST,P1,AUTO,"Les changements breaking doivent utiliser version, migration et compatibilité explicites.",Le frontend ne dépend pas de champs retirés sans gate de release.,"S21,S22,S26,S30",active,1.0.0
UXR-0779,39,"Contrats API, DTO, modèles de domaine UI et provenance",MUST,P1,AUTO,"Les fixtures de contrat doivent inclure données complètes, partielles, inconnues, extrêmes et invalides.",Les tests de mapper couvrent chaque catégorie.,"S21,S22,S26,S30",active,1.0.0
UXR-0780,39,"Contrats API, DTO, modèles de domaine UI et provenance",MUST,P0,AUTO,Aucune donnée affichée comme réelle ne peut provenir d'un mock implicite ou d'une constante de page.,Le transport expose clairement le mode et la production exclut les fixtures.,"S21,S22,S26,S30",active,1.0.0
UXR-0781,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,"L'état serveur doit être géré par une couche de query/cache dédiée, pas recopié dans un store client général.",Les données API restent dans TanStack Query ou équivalent.,"S21,S22",active,1.0.0
UXR-0782,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,L'état UI local doit rester dans le composant le plus proche qui le possède.,Un store global n'est pas créé pour un état isolé.,"S21,S22",active,1.0.0
UXR-0783,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,"Les filtres, tri, pagination, période, onglet et comparaison partageables doivent vivre dans l'URL.",Le refresh et le lien reproduisent la vue.,"S21,S22",active,1.0.0
UXR-0784,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,"Les query keys doivent inclure toutes les variables qui déterminent la requête, y compris contexte et permissions pertinentes.",Le linter ou les tests vérifient les dépendances exhaustives.,"S21,S22",active,1.0.0
UXR-0785,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,"Les query keys doivent être stables, sérialisables et structurées par entité ou domaine.",Des factories partagées évitent les collisions.,"S21,S22",active,1.0.0
UXR-0786,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,Les invalidations doivent cibler les ressources affectées par une mutation ou un événement.,Aucun invalidateQueries global n'est utilisé sans justification.,"S21,S22",active,1.0.0
UXR-0787,40,"État client, cache serveur, URL et synchronisation",MUST,P1,SEMI,La staleTime et la stratégie de refetch doivent être définies selon la volatilité et le risque de la donnée.,"Les politiques diffèrent entre catalogue, stratégie, risque et prix live.","S21,S22",active,1.0.0
UXR-0788,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,"Un cache ne doit jamais franchir un changement de tenant, environnement ou utilisateur sans isolation.",Le contexte fait partie de la clé et le cache est purgé si nécessaire.,"S21,S22",active,1.0.0
UXR-0789,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,Les données placeholder et initiales doivent être identifiables pour éviter de les présenter comme fraîchement chargées.,Le composant peut distinguer placeholderData et réponse réelle.,"S21,S22",active,1.0.0
UXR-0790,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,L'état dérivé ne doit pas être stocké lorsqu'il peut être calculé de façon sûre à partir d'une source unique.,Les duplications comme fullName ou compteurs locaux sont supprimées.,"S21,S22",active,1.0.0
UXR-0791,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,Les états impossibles doivent être évités par une modélisation explicite.,Unions discriminées remplacent plusieurs booleans contradictoires.,"S21,S22",active,1.0.0
UXR-0792,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,Les mutations optimistes doivent être limitées aux actions réversibles à faible risque.,Les opérations métier sensibles attendent l'autorité serveur.,"S21,S22",active,1.0.0
UXR-0793,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,Les réponses hors ordre doivent être ignorées ou rattachées à leur requête correcte.,"AbortController, clés et versions empêchent les écrasements obsolètes.","S21,S22",active,1.0.0
UXR-0794,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,Le back et forward navigateur doivent restaurer un état utilisable sans requêtes excessives ou perte de contexte.,Les tests E2E couvrent l'historique.,"S21,S22",active,1.0.0
UXR-0795,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,La sélection transitoire doit être invalidée lorsque le périmètre change et l'objet n'est plus visible.,Le produit annonce ou réinitialise la sélection.,"S21,S22",active,1.0.0
UXR-0796,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,Le state local ne doit pas contenir de copie mutable d'une ressource serveur sans workflow d'édition explicite.,"Les formulaires utilisent draft, version et résolution de conflit.","S21,S22",active,1.0.0
UXR-0797,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,Les événements realtime doivent mettre à jour ou invalider le cache selon un reducer testé.,Le même événement ne produit pas d'états divergents entre pages.,"S21,S22",active,1.0.0
UXR-0798,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,Les erreurs de query doivent rester associées à la source concernée et ne pas être aplaties en un état global unique.,La page partielle conserve ses données fiables.,"S21,S22",active,1.0.0
UXR-0799,40,"État client, cache serveur, URL et synchronisation",MUST,P1,AUTO,"Les préférences persistées doivent avoir version, défaut et migration.",Un changement de schéma ne casse pas le chargement de l'application.,"S21,S22",active,1.0.0
UXR-0800,40,"État client, cache serveur, URL et synchronisation",MUST,P0,MANUAL,"Toute source d'état doit avoir un propriétaire explicite : URL, serveur, session, composant ou préférence.",La revue refuse les duplications d'autorité non justifiées.,"S21,S22",active,1.0.0
UXR-0801,41,Performance réelle et performance perçue,MUST,P0,AUTO,"Les écrans web publics ou compatibles doivent viser LCP ≤ 2,5 s, INP ≤ 200 ms et CLS ≤ 0,1 au 75e percentile.",Les métriques terrain et laboratoire sont suivies par route critique.,"S19,S20",active,1.0.0
UXR-0802,41,Performance réelle et performance perçue,MUST,P1,SEMI,"Les applications internes doivent définir des budgets équivalents de chargement, interaction et stabilité adaptés à leur contexte.",Le blueprint produit contient seuils P75 et environnement de mesure.,"S19,S20",active,1.0.0
UXR-0803,41,Performance réelle et performance perçue,MUST,P1,AUTO,Le shell interactif doit apparaître rapidement sans attendre toutes les données métier.,Le chargement des features et sources est progressif et ciblé.,"S19,S20",active,1.0.0
UXR-0804,41,Performance réelle et performance perçue,MUST,P1,AUTO,Chaque vue doit charger uniquement les données nécessaires à sa question et à son premier viewport.,Le graphe BFF par vue exclut les sources inutiles.,"S19,S20",active,1.0.0
UXR-0805,41,Performance réelle et performance perçue,MUST,P1,AUTO,Les routes et composants lourds doivent être lazy-loadés par feature.,Le bundle initial ne contient pas les 24 pages si elles ne sont pas nécessaires.,"S19,S20",active,1.0.0
UXR-0806,41,Performance réelle et performance perçue,MUST,P1,AUTO,"Les images, fonts, charts et librairies doivent être chargés selon leur priorité réelle.",Les ressources non critiques sont différées et mesurées.,"S19,S20",active,1.0.0
UXR-0807,41,Performance réelle et performance perçue,MUST,P1,AUTO,Les dimensions de contenu dynamique doivent être réservées pour limiter le CLS.,"Images, tables et skeletons stabilisent la mise en page.","S19,S20",active,1.0.0
UXR-0808,41,Performance réelle et performance perçue,MUST,P1,AUTO,Les interactions ne doivent pas exécuter de longues tâches synchrones sur le thread principal.,Le profiling identifie et découpe les tâches longues.,"S19,S20",active,1.0.0
UXR-0809,41,Performance réelle et performance perçue,MUST,P1,AUTO,Les mises à jour live doivent être regroupées et limitées pour éviter des re-renders inutiles.,Les composants s'abonnent au minimum de données nécessaire.,"S19,S20",active,1.0.0
UXR-0810,41,Performance réelle et performance perçue,MUST,P1,SEMI,"Les listes longues doivent utiliser pagination, windowing ou rendu progressif selon l'accessibilité et la tâche.",Le choix est testé sur volume cible et extrême.,"S19,S20",active,1.0.0
UXR-0811,41,Performance réelle et performance perçue,MUST,P1,AUTO,Les calculs coûteux doivent être effectués côté backend ou worker lorsqu'ils ne relèvent pas d'une simple présentation.,Le thread UI reste disponible pour les interactions.,"S19,S20",active,1.0.0
UXR-0812,41,Performance réelle et performance perçue,MUST,P1,SEMI,Le cache doit réduire les fetches inutiles sans masquer la fraîcheur ou les changements d'autorisation.,Les politiques de stale et invalidation sont documentées.,"S19,S20",active,1.0.0
UXR-0813,41,Performance réelle et performance perçue,MUST,P1,MANUAL,"Les états de chargement doivent apparaître assez tôt pour éviter l'impression de blocage, sans clignoter pour des réponses instantanées.",Un délai ou stratégie de transition est cohérent.,"S19,S20",active,1.0.0
UXR-0814,41,Performance réelle et performance perçue,MUST NOT,P1,MANUAL,Une animation de chargement ne doit pas masquer une latence structurelle non mesurée.,"La cause réseau, backend ou rendu est profilée et traitée.","S19,S20",active,1.0.0
UXR-0815,41,Performance réelle et performance perçue,MUST,P1,AUTO,"Les métriques de performance doivent être collectées en conditions réelles avec contexte de route, appareil et réseau sans données sensibles.",Le RUM complète les tests de laboratoire.,"S19,S20",active,1.0.0
UXR-0816,41,Performance réelle et performance perçue,MUST,P1,AUTO,Les budgets de bundle doivent être appliqués par feature et dépendance.,Une augmentation exige justification et mesure d'impact.,"S19,S20",active,1.0.0
UXR-0817,41,Performance réelle et performance perçue,MUST,P1,AUTO,"Les bibliothèques dupliquées, polyfills inutiles et imports globaux doivent être détectés.",L'analyse de bundle fait partie de la CI.,"S19,S20",active,1.0.0
UXR-0818,41,Performance réelle et performance perçue,MUST,P1,AUTO,La performance doit être testée avec données réalistes et non uniquement sur une page vide.,"Les fixtures reproduisent cardinalités, contenu long et flux live.","S19,S20",active,1.0.0
UXR-0819,41,Performance réelle et performance perçue,MUST,P1,MANUAL,"Une optimisation ne doit pas dégrader accessibilité, exactitude ou maintenabilité sans preuve et arbitrage.",Le benchmark inclut les effets secondaires et une décision documentée.,"S19,S20",active,1.0.0
UXR-0820,41,Performance réelle et performance perçue,MUST,P0,AUTO,Toute régression au-delà d'un budget critique doit bloquer la release ou déclencher une dérogation datée.,La CI ou le monitoring de release applique le seuil.,"S19,S20",active,1.0.0
UXR-0821,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P0,AUTO,"Chaque mapper doit être testé avec DTO complet, partiel, inconnu, nul et invalide.",Les tests vérifient états de vérité et absence de faux fallbacks.,"S01,S24,S25",active,1.0.0
UXR-0822,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P1,AUTO,"Chaque composant partagé doit avoir des stories couvrant variantes, états et contenu extrême.",Le catalogue est exécutable en CI.,"S01,S24,S25",active,1.0.0
UXR-0823,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P0,AUTO,Les composants interactifs doivent avoir des tests clavier et focus.,Les scénarios utilisent des rôles et noms accessibles.,"S01,S24,S25",active,1.0.0
UXR-0824,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P0,AUTO,Les scans axe ou équivalents doivent être exécutés sur composants et pages critiques.,Les violations nouvelles P0/P1 bloquent la CI.,"S01,S24,S25",active,1.0.0
UXR-0825,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P0,MANUAL,Les scans automatisés ne remplacent pas les tests manuels avec lecteurs d'écran et utilisateurs.,La Definition of Done distingue les deux preuves.,"S01,S24,S25",active,1.0.0
UXR-0826,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P1,AUTO,Les snapshots ARIA doivent protéger la structure accessible des écrans critiques.,"Les changements de rôle, nom, niveau et état sont revus.","S01,S24,S25",active,1.0.0
UXR-0827,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P1,AUTO,Les tests visuels doivent comparer les pixels dans un environnement stable.,Les baselines sont versionnées et les diffs revus humainement.,"S01,S24,S25",active,1.0.0
UXR-0828,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST NOT,P1,MANUAL,Une baseline visuelle ne doit pas être mise à jour automatiquement pour faire passer la CI.,Chaque changement est accepté avec intention et commentaire si significatif.,"S01,S24,S25",active,1.0.0
UXR-0829,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P1,AUTO,"Les tests d'interaction doivent utiliser les contrôles comme un utilisateur, non appeler directement des handlers internes.","Les scénarios cliquent, tapent et naviguent par rôle.","S01,S24,S25",active,1.0.0
UXR-0830,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P0,AUTO,"Les parcours E2E doivent couvrir au minimum succès, erreur, permission refusée, données partielles et reprise.",Chaque flow critique possède ces variantes ou une justification.,"S01,S24,S25",active,1.0.0
UXR-0831,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P0,AUTO,Les actions sensibles doivent être testées jusqu'à l'état terminal backend et l'audit.,Le test ne s'arrête pas au reçu ACCEPTED.,"S01,S24,S25",active,1.0.0
UXR-0832,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P1,AUTO,Les tests de responsive doivent couvrir les viewports et densités contractuels.,"Les captures vérifient overflow, contenu masqué et navigation.","S01,S24,S25",active,1.0.0
UXR-0833,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P1,AUTO,"Les tests de contenu doivent inclure chaînes longues, langues, chiffres extrêmes et absence de données.",Le layout ne dépend pas des exemples courts.,"S01,S24,S25",active,1.0.0
UXR-0834,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P1,AUTO,"Les tests temps réel doivent injecter perte, duplication, réordonnancement, burst et reconnexion.",Le state final reste cohérent et traçable.,"S01,S24,S25",active,1.0.0
UXR-0835,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P1,AUTO,Les tests de performance doivent utiliser les budgets définis et une cardinalité réaliste.,Les résultats sont comparables dans le temps.,"S01,S24,S25",active,1.0.0
UXR-0836,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P1,AUTO,"Les tests de sécurité UI doivent couvrir redaction, URLs, exports, permissions et contenus non fiables.",Aucune donnée sensible ne fuit dans le DOM ou les logs.,"S01,S24,S25",active,1.0.0
UXR-0837,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P1,AUTO,Les fixtures doivent être nommées par scénario et ne pas devenir un dataset fourre-tout.,Chaque fixture exprime l'état qu'elle prouve.,"S01,S24,S25",active,1.0.0
UXR-0838,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P1,AUTO,"Les tests fragiles basés sur classes ou structure non sémantique doivent être remplacés par rôles, labels ou test IDs stables en dernier recours.",Les tests reflètent l'expérience utilisateur.,"S01,S24,S25",active,1.0.0
UXR-0839,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P1,SEMI,Chaque bug UI important doit recevoir un test de non-régression au niveau le plus proche de sa cause.,"Le ticket lie bug, test et règle UXR.","S01,S24,S25",active,1.0.0
UXR-0840,42,"Tests UI, accessibilité, interaction, visuel et E2E",MUST,P0,SEMI,"Une page n'est pas Done tant que ses états, responsive, accessibilité, interactions et E2E principaux ne sont pas prouvés.",La checklist de release contient les preuves exécutées.,"S01,S24,S25",active,1.0.0
UXR-0841,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P1,MANUAL,Chaque parcours critique doit définir un résultat utilisateur et non seulement un événement de clic.,"La métrique mesure réussite, qualité ou temps jusqu'au résultat.","S04,S06,S19",active,1.0.0
UXR-0842,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P1,AUTO,Les événements analytics doivent être nommés par intention et versionnés.,"Le schéma indique déclencheur, propriétés, finalité et propriétaire.","S04,S06,S19",active,1.0.0
UXR-0843,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P0,AUTO,"Les analytics ne doivent pas collecter de payload, texte libre ou donnée sensible sans justification et protection.",Une allowlist de propriétés est appliquée.,"S04,S06,S19",active,1.0.0
UXR-0844,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P1,SEMI,"Les métriques doivent distinguer abandon, erreur, refus volontaire et perte de connexion.",Le funnel ne fusionne pas des causes différentes.,"S04,S06,S19",active,1.0.0
UXR-0845,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P1,MANUAL,Les temps de tâche doivent utiliser des points de début et de fin définis par le workflow.,La mesure ne dépend pas d'une page arbitraire.,"S04,S06,S19",active,1.0.0
UXR-0846,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P1,MANUAL,"Une hausse de conversion ne doit pas être considérée positive si elle augmente erreurs, regrets, tickets ou risques.",Les garde-fous sont définis avant l'expérience.,"S04,S06,S19",active,1.0.0
UXR-0847,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P1,SEMI,"Les expérimentations doivent avoir hypothèse, population, métrique principale, garde-fous et durée avant lancement.",Le plan évite le choix opportuniste de résultats.,"S04,S06,S19",active,1.0.0
UXR-0848,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P0,MANUAL,"Une expérience ne doit pas modifier silencieusement un parcours de sécurité, consentement ou accessibilité critique.",Une revue et un niveau de risque approprié sont requis.,"S04,S06,S19",active,1.0.0
UXR-0849,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P1,AUTO,Les variantes doivent préserver la même vérité des données et les mêmes permissions.,"L'expérimentation porte sur la présentation ou le parcours, pas sur l'autorité.","S04,S06,S19",active,1.0.0
UXR-0850,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P1,MANUAL,"Les résultats doivent indiquer taille, incertitude et limites d'interprétation.",Le rapport ne transforme pas une corrélation en causalité sans méthode.,"S04,S06,S19",active,1.0.0
UXR-0851,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P1,MANUAL,Les cohortes doivent être définies sans créer de discrimination ou fuite de données.,La segmentation est revue privacy et fairness.,"S04,S06,S19",active,1.0.0
UXR-0852,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P1,AUTO,Les événements doivent être testés pour absence de doublons et ordre correct.,La CI ou les tests E2E vérifient le contrat analytics.,"S04,S06,S19",active,1.0.0
UXR-0853,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P1,SEMI,Le produit doit permettre de relier un problème UX aux conditions de contexte sans enregistrer plus de données que nécessaire.,"Route, rôle, état et erreur suffisent souvent au diagnostic.","S04,S06,S19",active,1.0.0
UXR-0854,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P1,MANUAL,Les métriques terrain doivent être combinées à des retours qualitatifs.,"Une anomalie ouvre une investigation utilisateur, pas seulement une optimisation numérique.","S04,S06,S19",active,1.0.0
UXR-0855,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P1,AUTO,"Les dashboards analytics internes doivent suivre les mêmes règles de provenance, période et inconnus que le produit.",Aucun KPI d'usage n'utilise un zéro ambigu.,"S04,S06,S19",active,1.0.0
UXR-0856,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P1,AUTO,Les changements de schéma analytics doivent prévoir compatibilité et migration des rapports.,La version d'événement est visible.,"S04,S06,S19",active,1.0.0
UXR-0857,43,"Mesure UX, analytics, expérimentation et apprentissage",SHOULD,P2,MANUAL,"Les funnels peuvent inclure les étapes Observer, Comprendre, Investiguer, Agir et Vérifier pour détecter où le parcours échoue.",Les étapes sont adaptées au cas réel.,"S04,S06,S19",active,1.0.0
UXR-0858,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P1,AUTO,Les données de test et bots doivent être filtrés ou identifiés.,Les décisions produit ne reposent pas sur du trafic artificiel.,"S04,S06,S19",active,1.0.0
UXR-0859,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P1,SEMI,Les métriques de succès doivent avoir un propriétaire et une fréquence de revue.,Les signaux inutilisés sont supprimés pour limiter la collecte.,"S04,S06,S19",active,1.0.0
UXR-0860,43,"Mesure UX, analytics, expérimentation et apprentissage",MUST,P0,MANUAL,Aucune décision majeure ne doit être attribuée aux analytics seuls lorsque les données ne permettent pas cette conclusion.,"Le rapport distingue mesure, interprétation et recommandation.","S04,S06,S19",active,1.0.0
UXR-0861,44,"Collaboration design-développement, handoff et décisions",MUST,P1,SEMI,"Toute tâche écran doit partir du Page Operating Contract et de la Screen Specification, pas seulement d'une capture.","La PR lie objectif, questions, données, actions et états.","S04,S23,S24,S31",active,1.0.0
UXR-0862,44,"Collaboration design-développement, handoff et décisions",MUST,P1,MANUAL,"Le handoff doit fournir comportements, responsive, états, contenu et données, pas uniquement dimensions et couleurs.",Les cas interactifs et dégradés sont documentés.,"S04,S23,S24,S31",active,1.0.0
UXR-0863,44,"Collaboration design-développement, handoff et décisions",MUST,P1,SEMI,"Les composants de design et de code doivent partager noms, variantes et tokens autant que possible.",Le mapping Figma-code ou équivalent est maintenu.,"S04,S23,S24,S31",active,1.0.0
UXR-0864,44,"Collaboration design-développement, handoff et décisions",MUST,P1,MANUAL,Une décision visuelle qui modifie le comportement doit être revue comme une décision produit.,Le changement possède critères d'acceptation et tests.,"S04,S23,S24,S31",active,1.0.0
UXR-0865,44,"Collaboration design-développement, handoff et décisions",MUST,P1,MANUAL,"Les annotations doivent expliquer l'intention et les contraintes, pas dicter chaque pixel sans contexte.",Le développeur peut prendre une décision cohérente dans les cas non dessinés.,"S04,S23,S24,S31",active,1.0.0
UXR-0866,44,"Collaboration design-développement, handoff et décisions",MUST,P1,SEMI,Les maquettes doivent identifier les données fictives et les capacités non implémentées.,Un badge DEMO ou une note évite leur interprétation comme vérité produit.,"S04,S23,S24,S31",active,1.0.0
UXR-0867,44,"Collaboration design-développement, handoff et décisions",MUST,P1,SEMI,Les designers doivent utiliser les composants et tokens disponibles avant d'inventer une variante.,Toute nouvelle variante passe par la gouvernance du design system.,"S04,S23,S24,S31",active,1.0.0
UXR-0868,44,"Collaboration design-développement, handoff et décisions",MUST,P1,MANUAL,Les développeurs ne doivent pas corriger silencieusement une maquette ambiguë sur un parcours critique.,La question est résolue dans le ticket ou un ADR UX.,"S04,S23,S24,S31",active,1.0.0
UXR-0869,44,"Collaboration design-développement, handoff et décisions",MUST,P1,MANUAL,Les changements de contrat backend qui affectent l'UX doivent être discutés avec design et produit.,"Les états, latences, erreurs et cardinalités sont réévalués.","S04,S23,S24,S31",active,1.0.0
UXR-0870,44,"Collaboration design-développement, handoff et décisions",MUST,P1,SEMI,"Les reviews doivent examiner le rendu réel avec données et états, pas seulement le diff de code.",La PR contient captures ou environnement de preview.,"S04,S23,S24,S31",active,1.0.0
UXR-0871,44,"Collaboration design-développement, handoff et décisions",MUST,P1,AUTO,"Les captures de PR doivent utiliser les viewports, thèmes et densités contractuels.",Les images isolées hors contexte ne suffisent pas.,"S04,S23,S24,S31",active,1.0.0
UXR-0872,44,"Collaboration design-développement, handoff et décisions",MUST,P1,SEMI,Les décisions structurantes doivent être enregistrées dans un ADR UX ou architecture.,"Le document contient alternatives, impacts et date de révision.","S04,S23,S24,S31",active,1.0.0
UXR-0873,44,"Collaboration design-développement, handoff et décisions",MUST,P1,AUTO,Le glossaire métier et le catalogue de composants doivent être accessibles aux agents et humains dans le dépôt.,L'ordre de lecture est défini dans START_HERE ou AGENTS.,"S04,S23,S24,S31",active,1.0.0
UXR-0874,44,"Collaboration design-développement, handoff et décisions",MUST,P1,AUTO,Le handoff généré doit être régénéré depuis les sources plutôt que modifié manuellement.,La commande de build et le fichier source sont documentés.,"S04,S23,S24,S31",active,1.0.0
UXR-0875,44,"Collaboration design-développement, handoff et décisions",MUST,P1,SEMI,"Les tickets doivent relier règle métier, API, permission, composant, route, états, responsive, tests et flag.",La matrice de traçabilité est complète avant développement.,"S04,S23,S24,S31",active,1.0.0
UXR-0876,44,"Collaboration design-développement, handoff et décisions",MUST,P1,MANUAL,Les commentaires de revue doivent citer le principe ou la règle concernée plutôt qu'une préférence vague.,Les identifiants UXR rendent la discussion actionnable.,"S04,S23,S24,S31",active,1.0.0
UXR-0877,44,"Collaboration design-développement, handoff et décisions",MUST,P1,MANUAL,"Les désaccords doivent être tranchés par utilisateur, risque, données et cohérence, non par séniorité seule.",La décision et la preuve sont consignées.,"S04,S23,S24,S31",active,1.0.0
UXR-0878,44,"Collaboration design-développement, handoff et décisions",MUST,P1,SEMI,Une dérogation visuelle ou interactionnelle doit avoir une date d'expiration et un propriétaire.,Le registre évite la dette permanente implicite.,"S04,S23,S24,S31",active,1.0.0
UXR-0879,44,"Collaboration design-développement, handoff et décisions",MUST,P1,MANUAL,"Les démonstrations de fin de sprint doivent montrer parcours, erreurs et responsive, pas uniquement le happy path desktop.",La checklist de démo couvre les états critiques.,"S04,S23,S24,S31",active,1.0.0
UXR-0880,44,"Collaboration design-développement, handoff et décisions",MUST,P0,MANUAL,Un agent LLM doit signaler toute information manquante qu'il n'a pas pu vérifier au lieu de la compléter par invention.,"Le rapport de sortie liste hypothèses, preuves et limites.","S04,S23,S24,S31",active,1.0.0
UXR-0881,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,MANUAL,La personnalisation doit améliorer une tâche réelle et non créer une complexité de configuration sans valeur.,Chaque option possède un usage et une population identifiés.,"S05,S09,S15,S30",active,1.0.0
UXR-0882,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,AUTO,Les préférences personnelles doivent être distinctes des policies organisationnelles.,"L'UI montre ce qui est modifiable, imposé ou hérité.","S05,S09,S15,S30",active,1.0.0
UXR-0883,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,AUTO,"Les thèmes doivent utiliser des tokens sémantiques et préserver contrastes, focus et états.","Les tests couvrent clair, sombre et contraste élevé.","S05,S09,S15,S30",active,1.0.0
UXR-0884,45,"Personnalisation, thèmes, densité et préférences",MUST,P1,AUTO,"Les profils de densité doivent être nommés, persistés et limités à des seuils accessibles.",Aucun profil ne réduit texte ou cibles sous les minima internes.,"S05,S09,S15,S30",active,1.0.0
